State,Museum or Federal Agency,MNI,AFO,CA,CUI,Geographic Area,County
NM,"Museum of New Mexico, Museum of Indian Arts and Culture",1,0,N/A,1,New Mexico,
NM,"Museum of New Mexico, Museum of Indian Arts and Culture",5,0,N/A,1,New Mexico,
NM,"U.S. Dept. of Interior, NPS, Pecos NHP",2,0,N/A,1,New Mexico,
NY,American Museum of Natural History,3,0,N/A,1,New Mexico,
WI,"Univ. of Wisconsin, Madison, Dept. of Anthropology",2,0,N/A,1,New Mexico,
NM,"Museum of New Mexico, Museum of Indian Arts and Culture",1,0,N/A,1,New Mexico,
MO,"Univ. of Missouri, Columbia, Museum of Anthropology",1,0,N/A,1,New Mexico,
TX,"West Texas A and M Univ., Panhandle-Plains Historical Museum",1,0,N/A,1,New Mexico,
TX,"West Texas A and M Univ., Panhandle-Plains Historical Museum",1,0,N/A,1,New Mexico,
NM,New Mexico State Univ. Museum,2,0,N/A,1,New Mexico,
NM,New Mexico State Univ. Museum,2,0,N/A,1,New Mexico,
NM,New Mexico State Univ. Museum,3,9,N/A,1,New Mexico,
NM,"U.S. Dept. of Interior, BLM, New Mexico State Office",1,0,N/A,1,New Mexico,
PA,Univ. of Pennsylvania Museum of Archaeology and Anthropology,4,0,N/A,1,New Mexico,
AZ,Eastern Arizona College Foundation,1,0,N/A,1,New Mexico,
AZ,Eastern Arizona College Foundation,10,0,N/A,1,New Mexico,
AZ,Eastern Arizona College Foundation,1,0,N/A,1,New Mexico,
CO,"Western State College of Colorado, C.T. Hurst Museum",2,0,N/A,1,New Mexico,
CO,"Western State College of Colorado, C.T. Hurst Museum",2,0,N/A,1,New Mexico,
AZ,Museum of Northern Arizona,1,0,N/A,1,New Mexico,
AZ,"Univ. of Arizona, Arizona State Museum",1,0,N/A,1,New Mexico,
AZ,"Univ. of Arizona, Arizona State Museum",3,0,N/A,1,New Mexico,
DC,U.S. Dept. of Justice Federal Bureau of Investigation Art Theft Program,10,0,N/A,1,New Mexico,
NE,Univ. of Nebraska State Museum,1,0,N/A,1,New Mexico (Navajo Res),
NY,New York State Museum,3,0,N/A,1,New York,Albany
NY,New York State Museum,1,0,N/A,1,New York,Albany
NY,New York State Museum,3,0,N/A,1,New York,Albany
NY,New York State Museum,6,0,N/A,1,New York,Albany
NY,New York State Museum,4,0,N/A,1,New York,Albany
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Allegany
NY,Rochester Museum and Science Center,2,0,N/A,1,New York,Allegany
NY,SUNY University at Buffalo,2,6,N/A,1,New York,Allegany
MD,"U.S. Dept. of Defense, Defense Health Agency, National Museum of Health and Medicine",1,0,N/A,1,New York,Allegany
NY,American Museum of Natural History,1,0,N/A,1,New York,Bronx
NY,American Museum of Natural History,1,0,N/A,1,New York,Bronx
NY,Nassau County Dept. of Parks and Recreation,2,0,N/A,1,New York,Bronx
NY,Nassau County Dept. of Parks and Recreation,1,0,N/A,1,New York,Bronx
NY,American Museum of Natural History,3,0,N/A,1,New York,Bronx
NY,American Museum of Natural History,1,0,N/A,1,New York,Bronx
NY,New York State Museum,2,16,N/A,1,New York,Broome
NY,Rochester Museum and Science Center,27,0,N/A,1,New York,Broome
NY,Rochester Museum and Science Center,2,0,N/A,1,New York,Broome
NY,Rochester Museum and Science Center,5,4,N/A,1,New York,Broome
NY,Rochester Museum and Science Center,19,2,N/A,1,New York,Broome
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Broome
NY,Rochester Museum and Science Center,2,0,N/A,1,New York,Broome
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,New York,Broome
NY,Roberson Museum and Science Center,1,0,N/A,1,New York,Broome
NY,Rochester Museum and Science Center,1,10,N/A,1,New York,Broome
NY,New York State Museum,1,0,N/A,1,New York,Cattaraugus
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Cattaraugus
PA,Carnegie Museum of Natural History,1,0,N/A,1,New York,Cattaraugus
NY,SUNY University at Buffalo,1,0,N/A,1,New York,Cattaraugus
NY,New York State Museum,5,17,N/A,1,New York,Cayuga
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Cayuga
NY,Rochester Museum and Science Center,2,0,N/A,1,New York,Cayuga
NY,Rochester Museum and Science Center,13,0,N/A,1,New York,Cayuga
NY,Rochester Museum and Science Center,2,2,N/A,1,New York,Cayuga
NY,Rochester Museum and Science Center,7,612,N/A,1,New York,Cayuga
NY,Rochester Museum and Science Center,120,387,N/A,1,New York,Cayuga
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Cayuga
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Cayuga
NY,Rochester Museum and Science Center,2,0,N/A,1,New York,Cayuga
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Cayuga
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,New York,Cayuga
NY,Nassau County Dept. of Parks and Recreation,1,18,N/A,1,New York,Cayuga
NY,Nassau County Dept. of Parks and Recreation,1,0,N/A,1,New York,Cayuga
NY,New York State Museum,3,0,N/A,1,New York,Cayuga
NY,New York State Museum,5,0,N/A,1,New York,Cayuga
NY,New York State Museum,3,0,N/A,1,New York,Cayuga
NY,New York State Museum,1,0,N/A,1,New York,Cayuga
NY,New York State Museum,4,11,N/A,1,New York,Cayuga
NY,Rochester Museum and Science Center,4,0,N/A,1,New York,Cayuga
NY,Rochester Museum and Science Center,3,0,N/A,1,New York,Cayuga
NY,Rochester Museum and Science Center,3,0,N/A,1,New York,Cayuga
NY,Rochester Museum and Science Center,1,3,N/A,1,New York,Cayuga
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Cayuga
NY,New York State Museum,5,0,N/A,1,New York,Chautauqua
NY,New York State Museum,14,0,N/A,1,New York,Chautauqua
NY,New York State Museum,53,0,N/A,1,New York,Chautauqua
NY,New York State Museum,88,446,N/A,1,New York,Chautauqua
NY,American Museum of Natural History,3,0,N/A,1,New York,Chautauqua
PA,State Museum of Pennsylvania,3,0,N/A,1,New York,Chautauqua
NY,Rochester Museum and Science Center,100,0,N/A,1,New York,Chautauqua
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Chautauqua
PA,Carnegie Museum of Natural History,3,0,N/A,1,New York,Chautauqua
NY,Buffalo Museum of Science,34,0,N/A,1,New York,Chautauqua
NY,SUNY University at Buffalo,1,1,N/A,1,New York,Chautauqua
NY,SUNY University at Buffalo,1,3,N/A,1,New York,Chautauqua
NY,New York State Museum,6,0,N/A,1,New York,Chautauqua
NY,SUNY University at Buffalo,10,1,N/A,1,New York,Chemung
NY,SUNY University at Buffalo,4,3,N/A,1,New York,Chemung
NY,Rochester Museum and Science Center,2,0,N/A,1,New York,Chenango
NY,New York State Museum,1,0,N/A,1,New York,Chenango
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Delaware
NY,American Museum of Natural History,12,0,N/A,1,New York,Dutchess
NY,American Museum of Natural History,4,0,N/A,1,New York,Dutchess
NY,Rochester Museum and Science Center,3,0,N/A,1,New York,Dutchess
NY,New York State Museum,2,9,N/A,1,New York,Dutchess
NY,"New York University, College of Dentistry",1,0,N/A,1,New York,Dutchess
NY,Rochester Museum and Science Center,4,0,N/A,1,New York,Erie
NY,Rochester Museum and Science Center,3,0,N/A,1,New York,Erie
NY,Rochester Museum and Science Center,13,0,N/A,1,New York,Erie
NY,Rochester Museum and Science Center,58,48,N/A,1,New York,Erie
NY,Rochester Museum and Science Center,15,0,N/A,1,New York,Erie
NY,Rochester Museum and Science Center,1,1,N/A,1,New York,Erie
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Erie
NY,American Museum of Natural History,2,0,N/A,1,New York,Erie
NY,American Museum of Natural History,1,0,N/A,1,New York,Erie
NY,Buffalo State College,7,22,N/A,1,New York,Erie
NY,Buffalo Museum of Science,5,0,N/A,1,New York,Erie
NY,Buffalo Museum of Science,1,0,N/A,1,New York,Erie
NY,Buffalo Museum of Science,2,813,N/A,1,New York,Erie
NY,SUNY University at Buffalo,5,0,N/A,1,New York,Erie
NY,SUNY University at Buffalo,1,0,N/A,1,New York,Erie
NY,SUNY University at Buffalo,1,0,N/A,1,New York,Erie
NY,SUNY University at Buffalo,1,1,N/A,1,New York,Erie
NY,SUNY University at Buffalo,3,0,N/A,1,New York,Erie
NY,SUNY University at Buffalo,1,0,N/A,1,New York,Erie
NY,SUNY University at Buffalo,3,0,N/A,1,New York,Erie
NY,SUNY University at Buffalo,6,14,N/A,1,New York,Erie
NY,SUNY University at Buffalo,3,2,N/A,1,New York,Erie
NY,SUNY University at Buffalo,1,0,N/A,1,New York,Erie
NY,SUNY University at Buffalo,5,0,N/A,1,New York,Erie
NY,SUNY University at Buffalo,31,6,N/A,1,New York,Erie
NY,SUNY University at Buffalo,3,1,N/A,1,New York,Erie
NY,SUNY University at Buffalo,1,0,N/A,1,New York,Erie
NY,SUNY University at Buffalo,3,18,N/A,1,New York,Erie
NY,SUNY University at Buffalo,1,0,N/A,1,New York,Erie
NY,SUNY University at Buffalo,1,2,N/A,1,New York,Erie
NY,New York State Museum,2,0,N/A,1,New York,Erie
NY,New York State Museum,2,0,N/A,1,New York,Erie
PA,Univ. of Pennsylvania Museum of Archaeology and Anthropology,1,0,N/A,1,New York,Erie
NY,Fort Ticonderoga,3,1804,N/A,1,New York,Essex
NY,New York State Museum,2,0,N/A,1,New York,Fulton
NY,Rochester Museum and Science Center,2,54,N/A,1,New York,Genesee
NY,Rochester Museum and Science Center,1,11,N/A,1,New York,Genesee
NY,Rochester Museum and Science Center,1,6,N/A,1,New York,Genesee
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Genesee
NY,New York State Museum,2,0,N/A,1,New York,Genesee
NY,New York State Museum,30,7,N/A,1,New York,Greene
NY,Nassau County Dept. of Parks and Recreation,1,0,N/A,1,New York,Greene
NY,New York State Museum,6,59,N/A,1,New York,Greene
NY,New York State Museum,4,2,N/A,1,New York,Greene
NY,New York State Museum,1,2,N/A,1,New York,Greene
PA,Univ. of Pennsylvania Museum of Archaeology and Anthropology,3,0,N/A,1,New York,Herkimer
NY,New York State Museum,2,0,N/A,1,New York,Jefferson
NY,New York State Museum,1,0,N/A,1,New York,Jefferson
NY,New York State Museum,7,297,N/A,1,New York,Jefferson
NY,New York State Museum,8,413,N/A,1,New York,Jefferson
NY,Rochester Museum and Science Center,3,78,N/A,1,New York,Jefferson
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Jefferson
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Jefferson
NY,Rochester Museum and Science Center,17,0,N/A,1,New York,Jefferson
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Jefferson
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Jefferson
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Jefferson
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Jefferson
NY,American Museum of Natural History,8,0,N/A,1,New York,Jefferson
NY,American Museum of Natural History,1,0,N/A,1,New York,Jefferson
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,New York,Jefferson
NY,SUNY University at Buffalo,1,0,N/A,1,New York,Jefferson
NY,SUNY University at Buffalo,1,0,N/A,1,New York,Jefferson
NY,SUNY University at Buffalo,2,0,N/A,1,New York,Jefferson
NY,SUNY University at Buffalo,2,0,N/A,1,New York,Jefferson
NY,SUNY University at Buffalo,1,0,N/A,1,New York,Jefferson
NY,SUNY University at Buffalo,1,0,N/A,1,New York,Jefferson
NY,SUNY University at Buffalo,4,0,N/A,1,New York,Jefferson
NY,SUNY University at Buffalo,1,0,N/A,1,New York,Jefferson
NY,New York State Museum,1,0,N/A,1,New York,Jefferson
NY,New York State Museum,1,0,N/A,1,New York,Jefferson
NY,New York State Museum,1,0,N/A,1,New York,Jefferson
NY,New York State Museum,4,0,N/A,1,New York,Jefferson
NY,New York State Museum,1,0,N/A,1,New York,Jefferson
NJ,Seton Hall Univ. Museum,2,3,N/A,1,New York,Jefferson
NY,Rochester Museum and Science Center,3,0,N/A,1,New York,Lewis
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Livingston
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Livingston
NY,Rochester Museum and Science Center,2,0,N/A,1,New York,Livingston
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Livingston
NY,Rochester Museum and Science Center,2,0,N/A,1,New York,Livingston
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Livingston
NY,Rochester Museum and Science Center,18,0,N/A,1,New York,Livingston
NY,Rochester Museum and Science Center,2,0,N/A,1,New York,Livingston
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Livingston
NY,Rochester Museum and Science Center,22,8,N/A,1,New York,Livingston
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Livingston
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Livingston
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Livingston
NY,American Museum of Natural History,1,0,N/A,1,New York,Livingston
NY,SUNY University at Buffalo,4,0,N/A,1,New York,Livingston
NY,SUNY University at Buffalo,2,0,N/A,1,New York,Livingston
NY,SUNY University at Buffalo,1,0,N/A,1,New York,Livingston
NY,SUNY University at Buffalo,1,0,N/A,1,New York,Livingston
NY,Rochester Museum and Science Center,3,0,N/A,1,New York,Livingston
NY,Rochester Museum and Science Center,8,0,N/A,1,New York,Livingston
NY,New York State Museum,1,0,N/A,1,New York,Livingston
NY,New York State Museum,3,0,N/A,1,New York,Livingston
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Livingston
NY,Rochester Museum and Science Center,2,0,N/A,1,New York,Livingston
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Livingston
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Livingston
NY,Rochester Museum and Science Center,1,1,N/A,1,New York,Livingston
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Madison
NY,Rochester Museum and Science Center,2,20,N/A,1,New York,Madison
NY,American Museum of Natural History,1,0,N/A,1,New York,Madison
NY,Oneida County Historical Society,1,1,N/A,1,New York,Madison
NY,New York State Museum,1,0,N/A,1,New York,Madison
NY,New York State Museum,1,0,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,2,2,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,12,1,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,2,0,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,2,0,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,10,0,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,2,0,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,10,0,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,3,0,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,2,0,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,2,0,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,1,1,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,4,0,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,9,6,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,1,1,N/A,1,New York,Monroe
MA,Robert S. Peabody Institute of Archaeology,2,0,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Monroe
NY,New York State Museum,9,0,N/A,1,New York,Monroe
NY,New York State Museum,1,0,N/A,1,New York,Monroe
NY,New York State Museum,1,0,N/A,1,New York,Monroe
NY,New York State Museum,7,0,N/A,1,New York,Monroe
NY,Rochester Museum and Science Center,11,0,N/A,1,New York,Monroe
NY,New York State Museum,7,0,N/A,1,New York,Montgomery
NY,New York State Museum,3,0,N/A,1,New York,Montgomery
NY,New York State Museum,2,0,N/A,1,New York,Montgomery
NY,New York State Museum,3,0,N/A,1,New York,Montgomery
NY,New York State Museum,4,0,N/A,1,New York,Montgomery
CT,Bruce Museum,2,0,N/A,1,New York,N/A
NY,American Museum of Natural History,1,0,N/A,1,New York,Nassau
NY,American Museum of Natural History,35,50,N/A,1,New York,Nassau
NY,American Museum of Natural History,1,0,N/A,1,New York,Nassau
NY,Nassau County Dept. of Parks and Recreation,2,6,N/A,1,New York,Nassau
NY,Nassau County Dept. of Parks and Recreation,1,0,N/A,1,New York,Nassau
NY,Nassau County Dept. of Parks and Recreation,1,0,N/A,1,New York,Nassau
NY,Nassau County Dept. of Parks and Recreation,1,0,N/A,1,New York,Nassau
NY,Nassau County Dept. of Parks and Recreation,1,0,N/A,1,New York,Nassau
NY,American Museum of Natural History,5,0,N/A,1,New York,Nassau
NY,American Museum of Natural History,3,20,N/A,1,New York,Nassau
NY,American Museum of Natural History,5,1,N/A,1,New York,Nassau
NY,American Museum of Natural History,1,0,N/A,1,New York,New York
NY,American Museum of Natural History,1,0,N/A,1,New York,New York
NY,American Museum of Natural History,1,0,N/A,1,New York,New York
NY,American Museum of Natural History,2,0,N/A,1,New York,New York
NY,American Museum of Natural History,1,0,N/A,1,New York,New York
NY,American Museum of Natural History,3,0,N/A,1,New York,Niagara
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Niagara
NY,Rochester Museum and Science Center,6,0,N/A,1,New York,Niagara
NY,Rochester Museum and Science Center,18,0,N/A,1,New York,Niagara
NY,Rochester Museum and Science Center,3,0,N/A,1,New York,Niagara
NY,Rochester Museum and Science Center,2,0,N/A,1,New York,Niagara
NY,Rochester Museum and Science Center,7,0,N/A,1,New York,Niagara
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Niagara
NY,Buffalo Museum of Science,1,0,N/A,1,New York,Niagara
NY,Buffalo Museum of Science,1,0,N/A,1,New York,Niagara
NY,Buffalo Museum of Science,1,0,N/A,1,New York,Niagara
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,New York,Niagara
NY,SUNY University at Buffalo,1,0,N/A,1,New York,Niagara
NY,SUNY University at Buffalo,1,0,N/A,1,New York,Niagara
NY,SUNY University at Buffalo,1,0,N/A,1,New York,Niagara
NY,New York State Museum,1,0,N/A,1,New York,Niagara
NY,New York State Museum,1,0,N/A,1,New York,Niagara
NY,New York State Museum,2,0,N/A,1,New York,Niagara
NY,Rochester Museum and Science Center,2,1,N/A,1,New York,Niagara
NY,Rochester Museum and Science Center,2,0,N/A,1,New York,Oneida
NY,Rochester Museum and Science Center,4,0,N/A,1,New York,Oneida
NY,New York State Museum,1,0,N/A,1,New York,Oneida
NY,New York State Museum,1,0,N/A,1,New York,Onondaga
NY,New York State Museum,2,0,N/A,1,New York,Onondaga
NY,American Museum of Natural History,1,0,N/A,1,New York,Onondaga
NY,Rochester Museum and Science Center,1,4,N/A,1,New York,Onondaga
NY,Rochester Museum and Science Center,2,11,N/A,1,New York,Onondaga
NY,Rochester Museum and Science Center,1,3,N/A,1,New York,Onondaga
NY,Rochester Museum and Science Center,4,5,N/A,1,New York,Onondaga
NY,American Museum of Natural History,3,0,N/A,1,New York,Onondaga
NY,New York State Museum,2,0,N/A,1,New York,Onondaga
NY,New York State Museum,1,0,N/A,1,New York,Onondaga
NY,New York State Museum,4,0,N/A,1,New York,Onondaga
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Ontario
NY,Rochester Museum and Science Center,2,0,N/A,1,New York,Ontario
NY,Rochester Museum and Science Center,1,1,N/A,1,New York,Ontario
NY,Rochester Museum and Science Center,7,0,N/A,1,New York,Ontario
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Ontario
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Ontario
NY,Rochester Museum and Science Center,14,0,N/A,1,New York,Ontario
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Ontario
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Ontario
NY,Rochester Museum and Science Center,2,0,N/A,1,New York,Ontario
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Ontario
NY,Rochester Museum and Science Center,3,0,N/A,1,New York,Ontario
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Ontario
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Ontario
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Ontario
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Ontario
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Ontario
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Ontario
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Ontario
NY,American Museum of Natural History,1,0,N/A,1,New York,Ontario
NY,Buffalo Museum of Science,1,0,N/A,1,New York,Ontario
NY,SUNY University at Buffalo,1,0,N/A,1,New York,Ontario
NY,SUNY University at Buffalo,4,0,N/A,1,New York,Ontario
NY,SUNY University at Buffalo,1,0,N/A,1,New York,Ontario
MD,"U.S. Dept. of Defense, Defense Health Agency, National Museum of Health and Medicine",1,0,N/A,1,New York,Ontario
NY,New York State Museum,8,69,N/A,1,New York,Ontario
NY,New York State Museum,6,0,N/A,1,New York,Ontario
NY,New York State Museum,1,0,N/A,1,New York,Ontario
NY,American Museum of Natural History,2,0,N/A,1,New York,Orange
NJ,Seton Hall Univ. Museum,1,0,N/A,1,New York,Orange
NY,New York State Museum,11,0,N/A,1,New York,Orange
NY,New York State Museum,24,60,N/A,1,New York,Orange
NY,Rochester Museum and Science Center,16,0,N/A,1,New York,Orleans
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Orleans
NY,Rochester Museum and Science Center,2,0,N/A,1,New York,Orleans
NY,SUNY University at Buffalo,2,0,N/A,1,New York,Orleans
NY,New York State Museum,4,0,N/A,1,New York,Orleans
NY,Rochester Museum and Science Center,2,1,N/A,1,New York,Oswego
NY,Rochester Museum and Science Center,10,0,N/A,1,New York,Oswego
NY,Rochester Museum and Science Center,4,0,N/A,1,New York,Oswego
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Oswego
NY,Rochester Museum and Science Center,20,268,N/A,1,New York,Oswego
NY,New York State Museum,3,0,N/A,1,New York,Oswego
NY,Hartwick College,1,37,N/A,1,New York,Otsego
NY,American Museum of Natural History,4,0,N/A,1,New York,Queens
NY,American Museum of Natural History,2,0,N/A,1,New York,Queens
NY,American Museum of Natural History,1,0,N/A,1,New York,Queens
NY,American Museum of Natural History,1,0,N/A,1,New York,Queens
NY,American Museum of Natural History,1,1,N/A,1,New York,Queens
NY,American Museum of Natural History,1,0,N/A,1,New York,Queens
NY,"New York University, College of Dentistry",1,0,N/A,1,New York,Queens
NY,New York State Museum,1,0,N/A,1,New York,Rensselaer
NY,New York State Museum,1,0,N/A,1,New York,Rensselaer
NY,New York State Museum,1,0,N/A,1,New York,Rensselaer
PA,Carnegie Museum of Natural History,1,0,N/A,1,New York,Richmond
NY,Staten Island Institute of Arts and Sciences,1,0,N/A,1,New York,Richmond
NY,Staten Island Institute of Arts and Sciences,1,0,N/A,1,New York,Richmond
NY,Staten Island Institute of Arts and Sciences,1,0,N/A,1,New York,Richmond
NY,New York State Museum,2,0,N/A,1,New York,Saratoga
NY,New York State Museum,1,0,N/A,1,New York,Saratoga
NY,New York State Museum,1,0,N/A,1,New York,Saratoga
NY,New York State Museum,3,0,N/A,1,New York,Saratoga
NY,New York State Museum,1,0,N/A,1,New York,Saratoga
NY,New York State Museum,2,0,N/A,1,New York,Schenectady
NY,New York State Museum,5,0,N/A,1,New York,Schenectady
NY,American Museum of Natural History,1,0,N/A,1,New York,Schoharie
NY,New York State Museum,3,1,N/A,1,New York,Schoharie
NY,New York State Museum,4,17,N/A,1,New York,Schoharie
NY,New York State Museum,1,0,N/A,1,New York,Schuyler
NY,New York State Museum,2,0,N/A,1,New York,Schuyler
NY,Rochester Museum and Science Center,53,124,N/A,1,New York,Schuyler
NY,SUNY University at Buffalo,1,0,N/A,1,New York,Schuyler
NY,SUNY University at Buffalo,8,0,N/A,1,New York,Schuyler
NY,SUNY University at Buffalo,1,0,N/A,1,New York,Schuyler
NY,Rochester Museum and Science Center,3,19,N/A,1,New York,Seneca
NY,Rochester Museum and Science Center,8,3,N/A,1,New York,Seneca
NY,SUNY University at Buffalo,1,8,N/A,1,New York,Seneca
NY,SUNY University at Buffalo,1,4,N/A,1,New York,Seneca
NY,New York State Museum,75,4,N/A,1,New York,Seneca
NY,New York State Museum,1,0,N/A,1,New York,St. Lawrence
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,St. Lawrence
NY,American Museum of Natural History,1,0,N/A,1,New York,St. Lawrence
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",7,0,N/A,1,New York,St. Lawrence
NY,New York State Museum,17,11,N/A,1,New York,St. Lawrence
NY,New York State Museum,2,0,N/A,1,New York,St. Lawrence
NY,Rochester Museum and Science Center,1,0,N/A,1,New York,Steuben
NY,New York State Museum,1,0,N/A,1,New York,Suffolk
NY,New York State Museum,2,24,N/A,1,New York,Suffolk
NY,American Museum of Natural History,1,0,N/A,1,New York,Suffolk
NY,American Museum of Natural History,4,0,N/A,1,New York,Suffolk
NY,American Museum of Natural History,1,0,N/A,1,New York,Suffolk
NY,American Museum of Natural History,1,0,N/A,1,New York,Suffolk
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,New York,Suffolk
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",2,0,N/A,1,New York,Suffolk
NY,Nassau County Dept. of Parks and Recreation,1,0,N/A,1,New York,Suffolk
NY,Nassau County Dept. of Parks and Recreation,1,0,N/A,1,New York,Suffolk
NY,Nassau County Dept. of Parks and Recreation,1,0,N/A,1,New York,Suffolk
NY,Nassau County Dept. of Parks and Recreation,1,0,N/A,1,New York,Suffolk
NY,New York State Museum,1,0,N/A,1,New York,Suffolk
NY,"New York University, College of Dentistry",1,0,N/A,1,New York,Suffolk
NY,"New York University, College of Dentistry",1,0,N/A,1,New York,Suffolk
NY,"New York University, College of Dentistry",1,0,N/A,1,New York,Suffolk
NY,"New York University, College of Dentistry",5,0,N/A,1,New York,Suffolk
NY,"New York University, College of Dentistry",3,0,N/A,1,New York,Suffolk
NY,New York State Museum,1,0,N/A,1,New York,Sullivan
PA,State Museum of Pennsylvania,5,0,N/A,1,New York,Tioga
PA,State Museum of Pennsylvania,1,64,N/A,1,New York,Tioga
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,New York,Tioga
NY,New York State Museum,125,1000,N/A,1,New York,Tioga
NY,New York State Museum,2,0,N/A,1,New York,Tioga
NY,New York State Museum,3,0,N/A,1,New York,Tioga
NY,New York State Museum,28,3,N/A,1,New York,Ulster
